Comunidades y Ciudades Autónomas;Causa de muerte;Periodo;Total
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2010;583
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2009;552
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2008;478
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2007;469
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2006;387
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2005;440
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2004;385
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2003;418
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2002;338
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2001;280
05 Canarias;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2000;309
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2021;4783
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2020;4517
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2019;4274
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2018;4648
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2017;4247
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2016;4242
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2015;4092
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2014;3488
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2013;3112
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2012;3468
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2011;3371
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2010;3339
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2009;3591
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2008;3843
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2007;3954
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2006;3887
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2005;3972
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2004;4029
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2003;4229
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2002;4121
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2001;4205
05 Canarias;053-061 IX.Enfermedades del sistema circulatorio;2000;4207
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2021;1888
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2020;1925
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2019;2240
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2018;2292
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2017;2010
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2016;1925
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2015;1954
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2014;1688
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2013;1544
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2012;1479
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2011;1302
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2010;1106
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2009;1245
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2008;1265
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2007;1180
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2006;1205
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2005;1191
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2004;1024
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2003;1001
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2002;1134
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2001;1170
05 Canarias;062-067  X.Enfermedades del sistema respiratorio;2000;1233
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2021;877
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2020;852
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2019;781
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2018;822
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2017;700
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2016;698
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2015;720
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2014;587
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2013;611
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2012;618
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2011;616
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2010;533
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2009;593
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2008;615
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2007;568
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2006;666
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2005;634
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2004;678
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2003;643
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2002;620
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2001;614
05 Canarias;068-072  XI.Enfermedades del sistema digestivo;2000;610
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2021;145
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2020;107
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2019;110
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2018;97
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2017;92
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2016;76
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2015;74
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2014;63
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2013;46
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2012;61
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2011;36
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2010;30
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2009;60
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2008;45
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2007;66
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2006;57
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2005;57
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2004;49
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2003;45
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2002;46
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2001;60
05 Canarias;073  XII.Enfermedades de la piel y del tejido subcutáneo;2000;40
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;102
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;105
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;122
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;115
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;112
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;122
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;112
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;124
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;111
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;103
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;110
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;112
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;83
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;102
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;95
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;102
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;111
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;124
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;120
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;119
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;91
05 Canarias;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;98
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2021;703
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2020;602
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2019;468
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2018;507
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2017;464
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2016;444
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2015;437
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2014;454
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2013;442
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2012;403
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2011;376
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2010;331
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2009;304
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2008;303
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2007;278
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2006;256
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2005;275
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2004;219
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2003;275
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2002;220
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2001;242
05 Canarias;077-080  XIV.Enfermedades del sistema genitourinario;2000;263
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2021;348
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2020;590
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2019;73
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2018;64
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2017;67
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2016;57
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2015;72
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2014;111
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2013;148
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2012;128
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2011;156
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2010;110
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2009;137
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2008;136
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2007;135
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2006;114
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2005;121
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2004;112
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2003;100
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2002;98
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2001;130
06 Cantabria;001-008  I.Enfermedades infecciosas y parasitarias;2000;97
06 Cantabria;009-041  II.Tumores;2021;1676
06 Cantabria;009-041  II.Tumores;2020;1662
06 Cantabria;009-041  II.Tumores;2019;1693
06 Cantabria;009-041  II.Tumores;2018;1707
06 Cantabria;009-041  II.Tumores;2017;1683
06 Cantabria;009-041  II.Tumores;2016;1820
06 Cantabria;009-041  II.Tumores;2015;1745
06 Cantabria;009-041  II.Tumores;2014;1710
06 Cantabria;009-041  II.Tumores;2013;1685
06 Cantabria;009-041  II.Tumores;2012;1724
06 Cantabria;009-041  II.Tumores;2011;1645
06 Cantabria;009-041  II.Tumores;2010;1603
06 Cantabria;009-041  II.Tumores;2009;1552
06 Cantabria;009-041  II.Tumores;2008;1545
06 Cantabria;009-041  II.Tumores;2007;1549
06 Cantabria;009-041  II.Tumores;2006;1536
06 Cantabria;009-041  II.Tumores;2005;1383
06 Cantabria;009-041  II.Tumores;2004;1492
06 Cantabria;009-041  II.Tumores;2003;1446
06 Cantabria;009-041  II.Tumores;2002;1503
06 Cantabria;009-041  II.Tumores;2001;1483
06 Cantabria;009-041  II.Tumores;2000;1433
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;30
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;34
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;20
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;25
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2017;17
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2016;11
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2015;17
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2014;19
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2013;16
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2012;31
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2011;19
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2010;10
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2009;8
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2008;27
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2007;17
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2006;13
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2005;12
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2004;19
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2003;19
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2002;8
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2001;11
06 Cantabria;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;25
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;229
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;222
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;175
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;145
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;95
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;59
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;95
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;88
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;65
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;96
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;62
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;76
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;158
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;180
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;147
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;166
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;172
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;150
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;141
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;123
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;118
06 Cantabria;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;146
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2021;362
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2020;473
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2019;543
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2018;550
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2017;584
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2016;622
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2015;510
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2014;341
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2013;378
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2012;348
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2011;281
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2010;255
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2009;226
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2008;236
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2007;181
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2006;209
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2005;220
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2004;203
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2003;187
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2002;161
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2001;212
06 Cantabria;046-049  V.Trastornos mentales y del comportamiento;2000;199
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;359
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;416
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;369
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;382
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2017;378
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2016;364
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2015;363
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2014;316
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2013;278
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2012;295
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2011;260
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2010;243
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2009;199
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2008;239
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2007;189
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2006;163
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2005;174
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2004;152
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2003;199
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2002;136
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2001;146
06 Cantabria;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2000;148
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2021;1625
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2020;1619
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2019;1640
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2018;1590
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2017;1636
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2016;1586
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2015;1647
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2014;1629
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2013;1579
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2012;1696
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2011;1724
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2010;1757
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2009;1651
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2008;1601
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2007;1748
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2006;1673
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2005;1668
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2004;1611
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2003;1737
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2002;1783
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2001;1574
06 Cantabria;053-061 IX.Enfermedades del sistema circulatorio;2000;1700
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2021;486
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2020;613
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2019;563
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2018;780
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2017;752
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2016;710
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2015;795
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2014;738
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2013;623
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2012;610
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2011;564
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2010;552
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2009;688
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2008;753
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2007;699
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2006;665
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2005;719
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2004;613
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2003;670
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2002;631
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2001;604
06 Cantabria;062-067  X.Enfermedades del sistema respiratorio;2000;727
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2021;245
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2020;260
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2019;299
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2018;267
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2017;218
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2016;262
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2015;294
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2014;269
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2013;232
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2012;227
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2011;258
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2010;236
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2009;252
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2008;230
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2007;281
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2006;255
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2005;268
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2004;235
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2003;250
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2002;250
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2001;234
06 Cantabria;068-072  XI.Enfermedades del sistema digestivo;2000;241
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2021;37
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2020;25
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2019;18
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2018;17
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2017;13
