Causa de muerte;Edad;Periodo;Total
009-041  II.Tumores;De 50 a 54 años;2005;4536
009-041  II.Tumores;De 50 a 54 años;2004;4639
009-041  II.Tumores;De 50 a 54 años;2003;4501
009-041  II.Tumores;De 50 a 54 años;2002;4568
009-041  II.Tumores;De 50 a 54 años;2001;4578
009-041  II.Tumores;De 50 a 54 años;2000;4533
009-041  II.Tumores;De 55 a 59 años;2021;7026
009-041  II.Tumores;De 55 a 59 años;2020;7175
009-041  II.Tumores;De 55 a 59 años;2019;7253
009-041  II.Tumores;De 55 a 59 años;2018;7497
009-041  II.Tumores;De 55 a 59 años;2017;7566
009-041  II.Tumores;De 55 a 59 años;2016;7452
009-041  II.Tumores;De 55 a 59 años;2015;7556
009-041  II.Tumores;De 55 a 59 años;2014;7102
009-041  II.Tumores;De 55 a 59 años;2013;7173
009-041  II.Tumores;De 55 a 59 años;2012;7015
009-041  II.Tumores;De 55 a 59 años;2011;7020
009-041  II.Tumores;De 55 a 59 años;2010;6951
009-041  II.Tumores;De 55 a 59 años;2009;6794
009-041  II.Tumores;De 55 a 59 años;2008;6775
009-041  II.Tumores;De 55 a 59 años;2007;6747
009-041  II.Tumores;De 55 a 59 años;2006;6755
009-041  II.Tumores;De 55 a 59 años;2005;6651
009-041  II.Tumores;De 55 a 59 años;2004;6708
009-041  II.Tumores;De 55 a 59 años;2003;6727
009-041  II.Tumores;De 55 a 59 años;2002;6396
009-041  II.Tumores;De 55 a 59 años;2001;6316
009-041  II.Tumores;De 55 a 59 años;2000;5975
009-041  II.Tumores;De 60 a 64 años;2021;10342
009-041  II.Tumores;De 60 a 64 años;2020;10172
009-041  II.Tumores;De 60 a 64 años;2019;10125
009-041  II.Tumores;De 60 a 64 años;2018;10062
009-041  II.Tumores;De 60 a 64 años;2017;9508
009-041  II.Tumores;De 60 a 64 años;2016;9595
009-041  II.Tumores;De 60 a 64 años;2015;9241
009-041  II.Tumores;De 60 a 64 años;2014;9235
009-041  II.Tumores;De 60 a 64 años;2013;9529
009-041  II.Tumores;De 60 a 64 años;2012;9523
009-041  II.Tumores;De 60 a 64 años;2011;9395
009-041  II.Tumores;De 60 a 64 años;2010;9337
009-041  II.Tumores;De 60 a 64 años;2009;9193
009-041  II.Tumores;De 60 a 64 años;2008;9288
009-041  II.Tumores;De 60 a 64 años;2007;8996
009-041  II.Tumores;De 60 a 64 años;2006;8549
009-041  II.Tumores;De 60 a 64 años;2005;8379
009-041  II.Tumores;De 60 a 64 años;2004;8213
009-041  II.Tumores;De 60 a 64 años;2003;7768
009-041  II.Tumores;De 60 a 64 años;2002;7695
009-041  II.Tumores;De 60 a 64 años;2001;7958
009-041  II.Tumores;De 60 a 64 años;2000;8023
009-041  II.Tumores;De 65 a 69 años;2021;12383
009-041  II.Tumores;De 65 a 69 años;2020;12062
009-041  II.Tumores;De 65 a 69 años;2019;11951
009-041  II.Tumores;De 65 a 69 años;2018;11958
009-041  II.Tumores;De 65 a 69 años;2017;12350
009-041  II.Tumores;De 65 a 69 años;2016;12242
009-041  II.Tumores;De 65 a 69 años;2015;12077
009-041  II.Tumores;De 65 a 69 años;2014;12188
009-041  II.Tumores;De 65 a 69 años;2013;12007
009-041  II.Tumores;De 65 a 69 años;2012;11854
009-041  II.Tumores;De 65 a 69 años;2011;11361
009-041  II.Tumores;De 65 a 69 años;2010;10948
009-041  II.Tumores;De 65 a 69 años;2009;10831
009-041  II.Tumores;De 65 a 69 años;2008;9758
009-041  II.Tumores;De 65 a 69 años;2007;9921
009-041  II.Tumores;De 65 a 69 años;2006;10221
009-041  II.Tumores;De 65 a 69 años;2005;10685
009-041  II.Tumores;De 65 a 69 años;2004;11086
009-041  II.Tumores;De 65 a 69 años;2003;11850
009-041  II.Tumores;De 65 a 69 años;2002;12124
009-041  II.Tumores;De 65 a 69 años;2001;12576
009-041  II.Tumores;De 65 a 69 años;2000;12752
009-041  II.Tumores;De 70 a 74 años  ;2021;14740
009-041  II.Tumores;De 70 a 74 años  ;2020;14680
009-041  II.Tumores;De 70 a 74 años  ;2019;14821
009-041  II.Tumores;De 70 a 74 años  ;2018;14785
009-041  II.Tumores;De 70 a 74 años  ;2017;14637
009-041  II.Tumores;De 70 a 74 años  ;2016;14051
009-041  II.Tumores;De 70 a 74 años  ;2015;13475
009-041  II.Tumores;De 70 a 74 años  ;2014;13138
009-041  II.Tumores;De 70 a 74 años  ;2013;12707
009-041  II.Tumores;De 70 a 74 años  ;2012;12492
009-041  II.Tumores;De 70 a 74 años  ;2011;12866
009-041  II.Tumores;De 70 a 74 años  ;2010;13169
009-041  II.Tumores;De 70 a 74 años  ;2009;13265
009-041  II.Tumores;De 70 a 74 años  ;2008;14379
009-041  II.Tumores;De 70 a 74 años  ;2007;15120
009-041  II.Tumores;De 70 a 74 años  ;2006;15369
009-041  II.Tumores;De 70 a 74 años  ;2005;15244
009-041  II.Tumores;De 70 a 74 años  ;2004;15551
009-041  II.Tumores;De 70 a 74 años  ;2003;15535
009-041  II.Tumores;De 70 a 74 años  ;2002;15346
009-041  II.Tumores;De 70 a 74 años  ;2001;15554
009-041  II.Tumores;De 70 a 74 años  ;2000;15052
009-041  II.Tumores;De 75 a 79 años  ;2021;16410
009-041  II.Tumores;De 75 a 79 años  ;2020;15802
009-041  II.Tumores;De 75 a 79 años  ;2019;15291
009-041  II.Tumores;De 75 a 79 años  ;2018;14591
009-041  II.Tumores;De 75 a 79 años  ;2017;14260
009-041  II.Tumores;De 75 a 79 años  ;2016;15058
009-041  II.Tumores;De 75 a 79 años  ;2015;15269
009-041  II.Tumores;De 75 a 79 años  ;2014;15814
009-041  II.Tumores;De 75 a 79 años  ;2013;17181
009-041  II.Tumores;De 75 a 79 años  ;2012;17774
009-041  II.Tumores;De 75 a 79 años  ;2011;17859
009-041  II.Tumores;De 75 a 79 años  ;2010;17904
009-041  II.Tumores;De 75 a 79 años  ;2009;17971
009-041  II.Tumores;De 75 a 79 años  ;2008;17853
009-041  II.Tumores;De 75 a 79 años  ;2007;17671
009-041  II.Tumores;De 75 a 79 años  ;2006;17359
009-041  II.Tumores;De 75 a 79 años  ;2005;17118
009-041  II.Tumores;De 75 a 79 años  ;2004;17059
009-041  II.Tumores;De 75 a 79 años  ;2003;16864
009-041  II.Tumores;De 75 a 79 años  ;2002;16796
009-041  II.Tumores;De 75 a 79 años  ;2001;16800
009-041  II.Tumores;De 75 a 79 años  ;2000;15883
009-041  II.Tumores;De 80 a 84 años  ;2021;15958
009-041  II.Tumores;De 80 a 84 años  ;2020;16191
009-041  II.Tumores;De 80 a 84 años  ;2019;16797
009-041  II.Tumores;De 80 a 84 años  ;2018;17836
009-041  II.Tumores;De 80 a 84 años  ;2017;18823
009-041  II.Tumores;De 80 a 84 años  ;2016;18920
009-041  II.Tumores;De 80 a 84 años  ;2015;19126
009-041  II.Tumores;De 80 a 84 años  ;2014;18861
009-041  II.Tumores;De 80 a 84 años  ;2013;18802
009-041  II.Tumores;De 80 a 84 años  ;2012;18784
009-041  II.Tumores;De 80 a 84 años  ;2011;18511
009-041  II.Tumores;De 80 a 84 años  ;2010;17709
009-041  II.Tumores;De 80 a 84 años  ;2009;17150
009-041  II.Tumores;De 80 a 84 años  ;2008;16910
009-041  II.Tumores;De 80 a 84 años  ;2007;16704
009-041  II.Tumores;De 80 a 84 años  ;2006;16149
009-041  II.Tumores;De 80 a 84 años  ;2005;15825
009-041  II.Tumores;De 80 a 84 años  ;2004;15525
009-041  II.Tumores;De 80 a 84 años  ;2003;14666
009-041  II.Tumores;De 80 a 84 años  ;2002;13770
009-041  II.Tumores;De 80 a 84 años  ;2001;13070
009-041  II.Tumores;De 80 a 84 años  ;2000;12459
009-041  II.Tumores;De 85 a 89 años  ;2021;16486
009-041  II.Tumores;De 85 a 89 años  ;2020;16475
009-041  II.Tumores;De 85 a 89 años  ;2019;16663
009-041  II.Tumores;De 85 a 89 años  ;2018;16201
009-041  II.Tumores;De 85 a 89 años  ;2017;16043
009-041  II.Tumores;De 85 a 89 años  ;2016;15874
009-041  II.Tumores;De 85 a 89 años  ;2015;15038
009-041  II.Tumores;De 85 a 89 años  ;2014;14483
009-041  II.Tumores;De 85 a 89 años  ;2013;14423
009-041  II.Tumores;De 85 a 89 años  ;2012;14196
009-041  II.Tumores;De 85 a 89 años  ;2011;13574
009-041  II.Tumores;De 85 a 89 años  ;2010;13032
009-041  II.Tumores;De 85 a 89 años  ;2009;12301
009-041  II.Tumores;De 85 a 89 años  ;2008;11442
009-041  II.Tumores;De 85 a 89 años  ;2007;10828
009-041  II.Tumores;De 85 a 89 años  ;2006;10111
009-041  II.Tumores;De 85 a 89 años  ;2005;9519
009-041  II.Tumores;De 85 a 89 años  ;2004;9324
009-041  II.Tumores;De 85 a 89 años  ;2003;9325
009-041  II.Tumores;De 85 a 89 años  ;2002;9139
009-041  II.Tumores;De 85 a 89 años  ;2001;9205
009-041  II.Tumores;De 85 a 89 años  ;2000;9004
009-041  II.Tumores;De 90 a 94 años  ;2021;9136
009-041  II.Tumores;De 90 a 94 años  ;2020;8742
009-041  II.Tumores;De 90 a 94 años  ;2019;8625
009-041  II.Tumores;De 90 a 94 años  ;2018;8077
009-041  II.Tumores;De 90 a 94 años  ;2017;8060
009-041  II.Tumores;De 90 a 94 años  ;2016;7785
009-041  II.Tumores;De 90 a 94 años  ;2015;7463
009-041  II.Tumores;De 90 a 94 años  ;2014;7183
009-041  II.Tumores;De 90 a 94 años  ;2013;6682
009-041  II.Tumores;De 90 a 94 años  ;2012;6262
009-041  II.Tumores;De 90 a 94 años  ;2011;5756
009-041  II.Tumores;De 90 a 94 años  ;2010;5335
009-041  II.Tumores;De 90 a 94 años  ;2009;4798
009-041  II.Tumores;De 90 a 94 años  ;2008;4750
009-041  II.Tumores;De 90 a 94 años  ;2007;4600
009-041  II.Tumores;De 90 a 94 años  ;2006;4493
009-041  II.Tumores;De 90 a 94 años  ;2005;4368
009-041  II.Tumores;De 90 a 94 años  ;2004;4417
009-041  II.Tumores;De 90 a 94 años  ;2003;4511
009-041  II.Tumores;De 90 a 94 años  ;2002;4031
009-041  II.Tumores;De 90 a 94 años  ;2001;3938
009-041  II.Tumores;De 90 a 94 años  ;2000;3681
009-041  II.Tumores;95 y más años;2021;2777
009-041  II.Tumores;95 y más años;2020;2618
009-041  II.Tumores;95 y más años;2019;2502
009-041  II.Tumores;95 y más años;2018;2364
009-041  II.Tumores;95 y más años;2017;2285
009-041  II.Tumores;95 y más años;2016;1951
009-041  II.Tumores;95 y más años;2015;1996
009-041  II.Tumores;95 y más años;2014;1781
009-041  II.Tumores;95 y más años;2013;1728
009-041  II.Tumores;95 y más años;2012;1753
009-041  II.Tumores;95 y más años;2011;1723
009-041  II.Tumores;95 y más años;2010;1635
009-041  II.Tumores;95 y más años;2009;1472
009-041  II.Tumores;95 y más años;2008;1347
009-041  II.Tumores;95 y más años;2007;1252
009-041  II.Tumores;95 y más años;2006;1223
009-041  II.Tumores;95 y más años;2005;1088
009-041  II.Tumores;95 y más años;2004;1103
009-041  II.Tumores;95 y más años;2003;1041
009-041  II.Tumores;95 y más años;2002;1002
009-041  II.Tumores;95 y más años;2001;934
009-041  II.Tumores;95 y más años;2000;836
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2021;2205
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2020;2062
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2019;2012
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2018;1946
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2017;1973
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2016;1886
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2015;2028
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2014;1784
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2013;1639
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2012;1555
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2011;1528
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2010;1519
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2009;1468
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2008;1342
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2007;1289
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2006;1227
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2005;1316
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2004;1291
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2003;1244
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2002;1256
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2001;1118
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Todas las edades;2000;1210
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2021;14
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2020;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2019;15
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2018;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2017;14
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2016;12
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2015;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2014;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2013;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2012;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2011;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2010;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2009;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2008;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2007;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2006;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2005;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2004;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2003;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2002;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2001;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Menos de 1 año;2000;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2021;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2020;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2019;3
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2018;0
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2017;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2016;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2015;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2014;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2013;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2012;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2011;13
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2010;10
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2009;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2008;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2007;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2006;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2005;11
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2004;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2003;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2002;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2001;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 1 a 4 años;2000;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2021;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2020;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2019;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2018;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2017;3
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2016;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2015;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2014;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2013;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2012;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2011;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2010;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2009;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2008;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2007;8
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2006;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2005;1
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2004;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2003;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2002;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2001;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 5 a 9 años;2000;10
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2021;3
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2020;3
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2019;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2018;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2017;9
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2016;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2015;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2014;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2013;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2012;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2011;4
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2010;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2009;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2008;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2007;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2006;7
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2005;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2004;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2003;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2002;5
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2001;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 10 a 14 años  ;2000;6
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 15 a 19 años  ;2021;2
042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;De 15 a 19 años  ;2020;2
